Taxa,Gene Region 1,Gene Region 2,Gene Region 3,Gene Region 4,Gene Region 5,Gene Region 6,Gene Region 7,Gene Region 8,Gene Region 9,Gene Region 10,Gene Region 11,Gene Region 12,Gene Region 13,Gene Region 14,Gene Region 15,Gene Region 16,Gene Region 17,Gene Region 18,Gene Region 19,Gene Region 20,Gene Region 21,Gene Region 22,Gene Region 23,Gene Region 24,Gene Region 25,Gene Region 26,Gene Region 27,Gene Region 28,Gene Region 29,Gene Region 30,Gene Region 31,Gene Region 32,Gene Region 33,Gene Region 34,Gene Region 35,Gene Region 36,Gene Region 37,Gene Region 38,Gene Region 39,Gene Region 40,Gene Region 41,Gene Region 42,Gene Region 43,Gene Region 44,Gene Region 45,Gene Region 46,Gene Region 47,Gene Region 48,Gene Region 49,Gene Region 50,Gene Region 51,Gene Region 52,Gene Region 53,Gene Region 54,Gene Region 55,Gene Region 56,Gene Region 57
Rinzia dimorphandra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AF489386.1,-,AF489330.1
Rinzia fumana,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AF489387.1,-,AF489331.1
Ristantia gouldii,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AF368219.1,-,KF496365.1
Ruizterania albiflora,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,_R_AM235467.1,AM235611.1,AM235539.1,AM235431.1,FJ038398.1,FJ038838.1,FJ039326.1,FJ039519.1,FJ514749.1,_R_FJ039094.2,AM235664.1
Ruizterania cassiquiarensis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AY498830.1,-,-,-,-,AH013849.2,-,-
Salvertia convallariodora,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AY498831.1,-,-,-,-,AH013850.2,-,-
Sannantha angusta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EF581175.1,-,-,-,-,-,-,-,-,-,EF581211.1,-,-,-,-,-,-,-
Sannantha bidwillii,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,KJ570628.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,KJ570623.1,-,KJ570633.1
Sannantha crenulata,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EF581178.1,-,-,-,-,-,-,-,-,-,EF581214.1,-,-,-,-,EF581196.1,-,EF581232.1
Sannantha cunninghamii,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EF581179.1,-,-,-,-,-,-,-,-,-,EF581215.1,-,-,-,-,-,-,-
Sannantha leratii,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EF581183.1,-,-,-,-,-,-,-,-,-,EF581219.1,-,-,-,-,-,-,-
Sannantha papillosa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,KJ570629.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,KJ570624.1,-,KJ570634.1
Sannantha procera,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,KJ570630.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,KJ570625.1,-,KJ570635.1
Sannantha similis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,KJ570631.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,KJ570626.1,-,KJ570636.1
Sannantha sp.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,KM065005.1,-,-,-,-,-,KM065145.1,-,-
Sannantha tozerensis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EF581188.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sannantha virgata,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EF581189.1,-,-,-,-,-,-,-,-,KM064841.1,EF581223.1,-,-,-,-,EF581203.1,-,EF581239.1
Sannantha whitei,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,KJ570632.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,KJ570627.1,-,KJ570637.1
Scholtzia capitata,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AF489388.1,-,AF489332.1
Scholtzia involucrata,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AF489389.1,-,AF489333.1
Scholtzia teretifolia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AF489390.1,-,AF489334.1
Siphoneugena densiflora,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AM489572.1,-,-,-,-,-,-,-,-,AM489412.1,-,-,-,JN091389.1,-,-,_R_AM489571.1,-
Siphoneugena guifolyleana,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AM489966.1,-,-,-,-,-,-,-,-,AM234085.1,-,-,-,-,-,AM490016.1,_R_AM490638.1,-
Siphoneugena guilfoyleana,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,JN091390.1,-,KF981347.1,-,KF981269.1
Sphaerantia chartacea,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,HM160115.1,-,-,-,-,-,AY521547.1,-,-
Sphaerantia discolor,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,KF496530.1
Stockwellia quadrifida,-,-,-,-,-,-,-,-,HQ287696.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,DQ352539.1,-,-,-,-,-,-,-,-,-,AY498812.1,-,-,HQ287723.1,-,AY525138.1,-,KF496584.1
Stockwellia sp.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AF058452.1,-,-,-,-,-,-,-,-
Syncarpia glomulifera,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,KM064850.1,AY498813.1,-,-,-,-,AF368220.2,-,KF496861.1
Syncarpia hillii,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AY525139.1,-,-
Syzygium acre,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,_R_DQ088415.1,-,EF026619.1,DQ088480.1,-,-,-,-,DQ088555.1,-,-
Syzygium acuminatissimum,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,HQ415374.1,HQ415556.1,HQ415209.1
Syzygium alatoramulum,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AY187104.1,-,-,-,-,-,-,-,-,AY187170.2,-,-,-,-,-,-,-,-
Syzygium alliiligneum,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AY187105.1,-,-,-,-,-,-,-,-,AY187171.2,-,-,-,-,-,-,-,-
Syzygium amplifolium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,_R_DQ088416.1,-,EF026620.1,DQ088481.1,-,-,-,-,DQ088556.1,-,-
Syzygium amplum,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,JF738494.1
Syzygium angophoroides,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AY187106.1,-,-,-,-,-,-,-,-,AY187172.2,-,-,-,-,-,DQ088557.1,-,-
Syzygium anisatum,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,_R_DQ088407.1,-,-,DQ088471.1,-,-,-,-,-,-,-
Syzygium antisepticum,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,JF682803.1,-,-,-,-,-,-,-,-,JF682815.1,-,-,-,-,-,-,-,-
Syzygium apodophyllum,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AY187107.1,-,-,-,-,-,-,_R_DQ088417.1,-,AY187173.2,DQ088482.1,-,-,-,-,DQ088558.1,-,-
Syzygium aqueum,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AY187108.1,-,-,-,-,-,-,-,-,AY187174.2,DQ088483.1,-,-,-,-,DQ088559.1,-,-
Syzygium arboreum,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,_R_DQ088418.1,-,EF026621.1,DQ088484.1,-,-,-,-,DQ088560.1,-,-
Syzygium argyropedicum,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AY187109.1,-,-,-,-,-,-,-,-,AY187175.2,-,-,-,-,-,-,-,-
Syzygium armstrongii,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AY187110.1,-,-,-,-,-,-,-,-,AY187176.2,-,-,-,-,-,-,-,-
Syzygium aromaticum,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,JF682798.1,-,-,-,-,-,-,_R_DQ088419.1,-,EF026622.1,DQ088485.1,-,-,-,-,DQ088561.1,KJ025048.1,-
Syzygium auriculatum,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,DQ088562.1,-,-
Syzygium australe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AY187111.1,-,-,-,-,-,-,-,-,AY187177.2,-,-,-,-,-,AF368221.1,-,-
Syzygium austrocaledonicum,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,_R_DQ088420.1,-,EF026623.1,DQ088486.1,-,-,-,-,DQ088563.1,-,-
Syzygium bamagense,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AY187112.1,-,-,-,-,-,-,-,-,AY187178.2,-,-,-,-,-,DQ088564.1,-,-
Syzygium banksii,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AY187113.1,-,-,-,-,-,-,-,-,AY187179.2,-,-,-,-,-,-,-,-
Syzygium boonjee,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AY187114.1,-,-,-,-,-,-,-,-,AY187180.2,-,-,-,-,-,-,-,-
Syzygium brackenridgei,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,_R_DQ088421.1,-,-,DQ088487.1,-,-,-,-,DQ088565.1,-,-
Syzygium branderhorstii,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AY187115.1,-,-,-,-,-,-,_R_DQ088422.1,-,AY187181.2,DQ088488.1,-,-,-,-,DQ088566.1,-,JF738851.1
Syzygium buettnerianum,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,DQ088489.1,-,-,-,-,DQ088567.1,-,-
Syzygium bungadinnia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AY187116.1,-,-,-,-,-,-,_R_DQ088423.1,-,AY187182.2,DQ088490.1,-,-,-,-,DQ088568.1,-,-
Syzygium buxifolium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,_R_DQ088424.1,-,EF026624.1,DQ088491.1,-,-,AB817604.1,-,DQ088569.1,_R_GQ435378.1,HQ415138.1
Syzygium campanulatum,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,JF682799.1,-,-,-,-,-,-,-,-,JF682811.1,-,-,-,-,-,-,-,-
Syzygium canicortex,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AY187117.1,-,-,-,-,-,-,_R_DQ088425.1,-,AY187183.2,DQ088492.1,-,-,-,-,DQ088570.1,-,-
Syzygium championii,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,HQ415318.1,HQ415492.1,HQ415142.1
Syzygium chanlos,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AB925156.1,-,AB925787.1
Syzygium cinereum,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AB925917.1
Syzygium claviflorum,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GU476478.1,-,-,-,-,-,-,-,KF496648.1
Syzygium cleyerifolium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AB817364.1,-,-,-,-
Syzygium cordatum,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,_R_DQ088426.1,-,EF026625.1,DQ088493.1,-,-,-,-,DQ088571.1,-,JF265617.1
Syzygium cormiflorum,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AY187118.1,-,-,-,-,-,-,_R_DQ088427.1,-,AY187184.2,DQ088494.1,-,-,KC428617.1,-,DQ088572.1,-,-
Syzygium corynanthum,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EF026626.1,-,-,-,-,-,DQ088573.1,-,-
Syzygium crebrinerve,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,_R_DQ088428.1,-,EF026627.1,DQ088495.1,-,-,-,-,DQ088574.1,-,-
Syzygium cryptophlebium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,KC428618.1,-,-,-,-
Syzygium cumini,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,JF682800.1,-,-,-,-,-,-,-,-,FM887016.1,AY498814.1,JN114920.1,JN114999.1,JF804935.1,-,AB924857.1,_R_GU135329.2,AB925471.1
Syzygium dansiei,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AY187119.1,-,-,-,-,-,-,-,-,AY187185.2,-,-,-,-,-,-,-,-
Syzygium decussatum,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,_R_DQ088410.1,-,-,DQ088474.1,-,-,-,-,DQ088547.1,-,-
Syzygium diospyrifolium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,JF682801.1,-,-,-,-,-,-,-,-,JF682813.1,-,-,-,-,-,-,-,-
Syzygium endophloium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AY187120.1,-,-,-,-,-,-,-,-,AY187186.2,-,-,-,-,-,JN564156.1,-,JN564339.1
Syzygium erythrocalyx,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AY187121.1,-,-,-,-,-,-,-,-,AY187187.2,-,-,-,-,-,DQ088576.1,-,-
Syzygium eucalyptoides,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AY187122.1,-,-,-,-,-,-,-,-,AY187188.2,-,-,-,-,-,-,-,-
Syzygium fastigiatum,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,JF738795.1
Syzygium fibrosum,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AY187123.1,-,-,-,-,-,-,_R_DQ088429.1,-,AY187189.2,DQ088497.1,-,-,-,-,DQ088577.1,-,-
Syzygium floribundum,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,KM064818.1,-,-,-,-,-,KM065134.1,-,-
Syzygium forte,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AY187124.1,-,-,-,-,-,-,-,-,AY187190.2,-,-,-,-,-,-,-,-
Syzygium francisii,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AY187126.1,-,-,-,-,-,-,_R_DQ088430.1,-,AY187192.2,DQ088498.1,-,-,-,-,DQ088578.1,-,-
Syzygium fullagarii,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AY187127.1,-,-,-,-,-,-,_R_DQ088431.1,-,AY187193.2,DQ088499.1,-,-,-,-,DQ088579.1,-,-
Syzygium furfuraceum,-,-,-,-,-,-,-,GQ248059.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GQ248867.1,GQ249030.1,-,-,GQ248206.2,_R_GQ248395.1,GQ248701.1
Syzygium gerrardii,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,JX517397.1,-,JX573017.1
Syzygium glenum,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,_R_DQ088400.1,-,-,DQ088464.1,-,-,-,-,DQ088539.1,-,-
Syzygium globiflorum,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,KJ510902.1,-,KJ440001.1
Syzygium gonatanthum,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,JF738825.1
Syzygium goniopterum,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,JF738500.1
Syzygium gracilipes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,DQ088580.1,-,-
Syzygium grande,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,JF682802.1,-,-,-,-,-,-,-,-,JF682814.1,-,-,-,-,-,AB924870.1,-,AB925485.1
Syzygium guineense,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,_R_DQ088432.1,-,EF026628.1,DQ088500.1,-,-,-,-,DQ088581.1,-,JX573018.1
Syzygium gustavioides,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AY187128.1,-,-,-,-,-,-,_R_DQ088433.1,-,AY187194.2,DQ088501.1,-,-,-,-,DQ088582.1,-,-
Syzygium hancei,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,JF682808.1,-,-,-,-,-,-,-,-,JF682820.1,-,-,-,-,-,HQ415316.1,HQ415490.1,HQ415140.1
Syzygium hemisphericum,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,JF682796.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AB925274.1,-,-
Syzygium jambos,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AM489967.1,-,-,-,-,-,-,_R_DQ088434.1,-,AM234135.1,DQ088502.1,-,-,-,-,AM490017.1,AB331292.1,GU135219.1
